"Iter","name","value","ID","variable","Time","simdata"
6,"Qu_met_out_1.5",12.2061,"6","Qu_met_out",4,11.7
6,"Qu_met_out_1.6",21.2273,"6","Qu_met_out",6,20.9
6,"Qu_met_out_1.7",27.7197,"6","Qu_met_out",8,25.5
6,"Qu_met_out_1.8",34.1104,"6","Qu_met_out",12,31.4
6,"Qu_met_out_1.9",36.8773,"6","Qu_met_out",24,34
6,"Qu_met_out_1.10",36.9406,"6","Qu_met_out",36,34
6,"Qu_met_out_1.11",36.942,"6","Qu_met_out",48,34
7,"Ccpt_out_1.1",0.0792077,"7","Ccpt_out",0.25,0.117
7,"Ccpt_out_1.2",0.136906,"7","Ccpt_out",0.5,0.102
7,"Ccpt_out_1.3",0.204793,"7","Ccpt_out",1,0.216
7,"Ccpt_out_1.4",0.230411,"7","Ccpt_out",2,0.306
7,"Ccpt_out_1.5",0.149062,"7","Ccpt_out",4,0.175
7,"Ccpt_out_1.6",0.0743612,"7","Ccpt_out",6,0.0796
7,"Ccpt_out_1.7",0.0338296,"7","Ccpt_out",8,0.0292
7,"Ccpt_out_1.8",0.00631199,"7","Ccpt_out",12,0.00565
7,"Ccpt_out_1.9",3.4414e-05,"7","Ccpt_out",24,3.51e-05
7,"Ccpt_out_1.10",1.85055e-07,"7","Ccpt_out",36,2.19e-07
7,"Ccpt_out_1.11",4.36152e-10,"7","Ccpt_out",48,5.66e-10
7,"Cmet_out_1.1",0.00506817,"7","Cmet_out",0.25,0.00508
7,"Cmet_out_1.2",0.017751,"7","Cmet_out",0.5,0.0145
7,"Cmet_out_1.3",0.0544909,"7","Cmet_out",1,0.0707
7,"Cmet_out_1.4",0.128842,"7","Cmet_out",2,0.096
7,"Cmet_out_1.5",0.182617,"7","Cmet_out",4,0.146
7,"Cmet_out_1.6",0.148101,"7","Cmet_out",6,0.133
7,"Cmet_out_1.7",0.0963407,"7","Cmet_out",8,0.0963
7,"Cmet_out_1.8",0.0301562,"7","Cmet_out",12,0.0291
7,"Cmet_out_1.9",0.000400411,"7","Cmet_out",24,0.000296
7,"Cmet_out_1.10",3.59391e-06,"7","Cmet_out",36,4.44e-06
7,"Cmet_out_1.11",1.88272e-08,"7","Cmet_out",48,1.66e-08
7,"Qu_out_1.1",0.160787,"7","Qu_out",0.25,0.161
7,"Qu_out_1.2",0.584508,"7","Qu_out",0.5,0.575
7,"Qu_out_1.3",1.93954,"7","Qu_out",1,1.58
7,"Qu_out_1.4",5.43316,"7","Qu_out",2,4.91
7,"Qu_out_1.5",11.4294,"7","Qu_out",4,11.4
7,"Qu_out_1.6",14.7884,"7","Qu_out",6,14.8
7,"Qu_out_1.7",16.3871,"7","Qu_out",8,16.1
7,"Qu_out_1.8",17.4075,"7","Qu_out",12,17.2
7,"Qu_out_1.9",17.6323,"7","Qu_out",24,17.4
7,"Qu_out_1.10",17.6336,"7","Qu_out",36,17.4
7,"Qu_out_1.11",17.6336,"7","Qu_out",48,17.4
7,"Q_fec_out_1.1",9.13663,"7","Q_fec_out",0.25,9.14
7,"Q_fec_out_1.2",16.7369,"7","Q_fec_out",0.5,13.6
7,"Q_fec_out_1.3",28.3185,"7","Q_fec_out",1,28.4
7,"Q_fec_out_1.4",41.8785,"7","Q_fec_out",2,46.4
7,"Q_fec_out_1.5",51.4807,"7","Q_fec_out",4,55.2
7,"Q_fec_out_1.6",53.6817,"7","Q_fec_out",6,57.7
7,"Q_fec_out_1.7",54.1861,"7","Q_fec_out",8,58.1
7,"Q_fec_out_1.8",54.3283,"7","Q_fec_out",12,58.3
7,"Q_fec_out_1.9",54.3362,"7","Q_fec_out",24,58.3
7,"Q_fec_out_1.10",54.3362,"7","Q_fec_out",36,58.3
7,"Q_fec_out_1.11",54.3362,"7","Q_fec_out",48,58.3
7,"Qu_met_out_1.1",0.00906238,"7","Qu_met_out",0.25,0.00906
7,"Qu_met_out_1.2",0.0656932,"7","Qu_met_out",0.5,0.0689
7,"Qu_met_out_1.3",0.432561,"7","Qu_met_out",1,0.443
7,"Qu_met_out_1.4",2.36942,"7","Qu_met_out",2,2.81
7,"Qu_met_out_1.5",9.28534,"7","Qu_met_out",4,9.41
7,"Qu_met_out_1.6",16.3037,"7","Qu_met_out",6,15.5
7,"Qu_met_out_1.7",21.3627,"7","Qu_met_out",8,18.8
7,"Qu_met_out_1.8",26.2041,"7","Qu_met_out",12,25.5
7,"Qu_met_out_1.9",28.0088,"7","Qu_met_out",24,27.2
7,"Qu_met_out_1.10",28.03,"7","Qu_met_out",36,27.3
7,"Qu_met_out_1.11",28.0302,"7","Qu_met_out",48,27.3
