Results of Simulation 1

Time	Ccpt_out	Cmet_out	Qu_out	Q_fec_out	Qu_met_out
44.1	2.13259e-06	1.47004e-06	14.9568	50.3415	34.7015
44.2	2.06932e-06	1.42643e-06	14.9568	50.3415	34.7015
44.3	2.00792e-06	1.3841e-06	14.9568	50.3415	34.7015
44.4	1.94835e-06	1.34304e-06	14.9568	50.3415	34.7015
44.5	1.89054e-06	1.30319e-06	14.9568	50.3415	34.7015
44.6	1.83444e-06	1.26452e-06	14.9568	50.3415	34.7015
44.7	1.78002e-06	1.227e-06	14.9568	50.3415	34.7015
44.8	1.7272e-06	1.1906e-06	14.9568	50.3415	34.7015
44.9	1.67596e-06	1.15527e-06	14.9568	50.3415	34.7015
45	1.62623e-06	1.121e-06	14.9568	50.3415	34.7015
45.1	1.57798e-06	1.08774e-06	14.9568	50.3415	34.7015
45.2	1.53116e-06	1.05546e-06	14.9568	50.3415	34.7015
45.3	1.48573e-06	1.02415e-06	14.9568	50.3415	34.7015
45.4	1.44165e-06	9.9376e-07	14.9568	50.3415	34.7015
45.5	1.39887e-06	9.64275e-07	14.9568	50.3415	34.7015
45.6	1.35737e-06	9.35665e-07	14.9568	50.3415	34.7015
45.7	1.31709e-06	9.07903e-07	14.9568	50.3415	34.7015
45.8	1.27801e-06	8.80965e-07	14.9568	50.3415	34.7015
45.9	1.24009e-06	8.54825e-07	14.9568	50.3415	34.7015
46	1.2033e-06	8.29461e-07	14.9568	50.3415	34.7016
46.1	1.16759e-06	8.0485e-07	14.9568	50.3415	34.7016
46.2	1.13295e-06	7.80969e-07	14.9568	50.3415	34.7016
46.3	1.09934e-06	7.57797e-07	14.9568	50.3415	34.7016
46.4	1.06672e-06	7.35313e-07	14.9568	50.3415	34.7016
46.5	1.03507e-06	7.13495e-07	14.9568	50.3415	34.7016
46.6	1.00435e-06	6.92325e-07	14.9568	50.3415	34.7016
46.7	9.74554e-07	6.71783e-07	14.9568	50.3415	34.7016
46.8	9.45637e-07	6.5185e-07	14.9568	50.3415	34.7016
46.9	9.17578e-07	6.32508e-07	14.9568	50.3415	34.7016
47	8.90351e-07	6.1374e-07	14.9568	50.3415	34.7016
47.1	8.63933e-07	5.9553e-07	14.9568	50.3415	34.7016
47.2	8.38299e-07	5.7786e-07	14.9568	50.3415	34.7016
47.3	8.13426e-07	5.60714e-07	14.9568	50.3415	34.7016
47.4	7.89291e-07	5.44078e-07	14.9568	50.3415	34.7016
47.5	7.65872e-07	5.27934e-07	14.9568	50.3415	34.7016
47.6	7.43146e-07	5.12268e-07	14.9568	50.3415	34.7016
47.7	7.21096e-07	4.97069e-07	14.9568	50.3415	34.7016
47.8	6.997e-07	4.8232e-07	14.9568	50.3415	34.7016
47.9	6.78938e-07	4.68008e-07	14.9568	50.3415	34.7016
48	6.58792e-07	4.54121e-07	14.9568	50.3415	34.7016


